project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
"Yangzhou Qinyou Special Metal Materials Co., Ltd.",扬州市秦邮特种金属材料有限公司,"Yangzhou Qinyou Special Metal Materials Co., Ltd. 100%: Chen Lei 34%, Chen Jiarong 33%, Zeng Zhaoqian 33%","Yangzhou Qinyou Special Metal Materials Co., Ltd. 100%: Chen Lei 34%, Chen Jiarong 33%, Zeng Zhaoqian 33%",private,Jiangsu,China,Eastern Asia,operating,2400,2400,integrated_BF,"BF, BOF","https://www.gem.wiki/Yangzhou_Qinyou_Special_Metal_Materials_Co.,_Ltd._steel_plant",32.838703,119.425236
"Wuxi Xinsanzhou Steel Co., Ltd.",无锡新三洲特钢有限公司,"Wuxi Xinsanzhou Steel Co., Ltd.: Lin Chunli 32.42%, Lin Yongfeng 26.13%, Zheng Kaixiang 26.13%, Song Mulin 7.64%, Jiang Jianmin 5.46%, Lin Yuxiu 2.22%","Wuxi Xinsanzhou Steel Co., Ltd. 100%: Lin Chunli 32.42%, Lin Yongfeng 26.13%, Zheng Kaixiang 26.13%, others 15.32%",private,Jiangsu,China,Eastern Asia,operating,2300,604.94,integrated_BF,"BF, BOF","https://www.gem.wiki/Wuxi_Xinsanzhou_Steel_Co.,_Ltd._plant",31.681005,120.251785
"Jiangyin Huaxi Iron and Steel Co., Ltd.",江阴华西钢铁有限公司,"Village Committee of Huaxi New City, Huashi Town, Jiangyin City 99.9%, Jiangyin Huaxi Community Service Center 0.1%","Jiangsu Huaxi Group Co., Ltd. 100%",state-owned,Jiangsu,China,Eastern Asia,operating,2100,1300,integrated_BF,"BF, BOF","https://www.gem.wiki/Jiangyin_Huaxi_Iron_and_Steel_Co.,_Ltd._plant",31.816482,120.424347
"Posco (Zhangjiagang) Stainless Steel Co., Ltd.",浦项（张家港）不锈钢股份有限公司,"POSCO Holding Co. 58.6%, POSCO-China Holding Corp. 23.88%, Jiangsu Shagang Group Co., Ltd. 17.52%","POSCO Holding Co. 58.6%, POSCO-China Holding Corp. 23.88%, Jiangsu Shagang Group Co., Ltd. 17.52%",private,Jiangsu,China,Eastern Asia,operating,1140,unknown,electric,EAF,"https://www.gem.wiki/POSCO_Zhangjiagang_Stainless_Steel_Co.,_Ltd._plant",31.980237,120.571455
"Jiangsu Suxin Special Steel Group Co., Ltd.",江苏苏信特钢有限公司,"Peking University 65.75%, other shareholders 34.25%","Suzhou Suxin Special Steel Co., Ltd. 100%",private,Jiangsu,China,Eastern Asia,operating,1000,202.3,integrated_BF,"BF, EAF","https://www.gem.wiki/Jiangsu_Suxin_Special_Steel_Group_Co.,_Ltd._plant",31.400644,120.475103
"Xuzhou Taifa Special Steel Group Co., Ltd.",徐州泰发特钢集团有限公司,"Xuzhou Taifa Special Steel Group Co., Ltd.: Liu Chengyuan (98.79%), Li Hao (1.21%)","Xuzhou Taifa Special Steel Group Co., Ltd.: Liu Chengyuan (98.79%), Li Hao (1.21%)",private,Jiangsu,China,Eastern Asia,closed,1500,800,integrated_BF,"BF, BOF","https://www.gem.wiki/Xuzhou_Taifa_Special_Steel_Technology_Co.,_Ltd._plant",34.448514,117.271876
"Zhong Xin Iron and Steel Group Co., Ltd.",中新钢铁集团有限公司,"Zhong Xin Iron and Steel Group Co., Ltd. 100%: Li Tingyun 51.9%, Li Minghao 17.8%, Chen Jindeng 15.3%, Li Tingxiong 15%","Zhong Xin Iron and Steel Group Co., Ltd. 100%: Li Tingyun 51.9%, Li Minghao 17.8%, Chen Jindeng 15.3%, Li Tingxiong 15%",private,Jiangsu,China,Eastern Asia,operating,3500,3485,integrated_BF,"BF, BOF","https://www.gem.wiki/Zhong_Xin_Iron_and_Steel_Group_Co.,_Ltd._plant",34.368618,118.31556
"Shanghai Meishan Iron and Steel Co., Ltd.",上海梅山钢铁股份有限公司,"Baosteel Group Corporation 50.9%, other shareholders 49.1%","Baosteel Group Shanghai Meishan Co., Ltd. 50.9%, China Cinda Asset Management Co., Ltd. 26.15%, China Development Bank 9.14%, The China Orient Asset Management Co., Ltd. 7.02%, Nanjing Investment Corporation 6.8%",state-owned,Jiangsu,China,Eastern Asia,operating,7000,7475.7,integrated_BF,"BF, BOF","https://www.gem.wiki/Shanghai_Meishan_Iron_and_Steel_Co.,_Ltd._plant",31.902969,118.61667
"Fangda Special Steel Technology Co., Ltd.",方大特钢科技股份有限公司,"Fang Wei (individual) 30.9%, Jiangxi Fangda Iron and Steel Group Co., Ltd. 24.71%, Fangda Iron and Steel-CITIC Securities-18 Fanggang EB Guarantee and Trust Property Special Account 19.73%, other A-shares 24.66%","Fangda Iron and Steel-CITIC Securities-18 Fanggang EB Guarantee and Trust Property Special Account 19.73%, Jiangxi Fangda Iron and Steel Group Co., Ltd. 16.56%, other A-shares 63.71%",private,Jiangxi,China,Eastern Asia,operating,4000,1808.94,integrated_BF,"BF, BOF","https://www.gem.wiki/Fangda_Special_Steel_Technology_Co.,_Ltd._plant",28.645441,115.99204
"Pingxiang Pinggang Anyuan Iron & Steel Co., Ltd.",萍乡萍钢安源钢铁有限公司,"Jiangxi Pxsteel Industrial Co., Ltd. 100%","Jiangxi Pxsteel Industrial Co., Ltd. 100%",private,Jiangxi,China,Eastern Asia,operating,2650,2690,integrated_BF,"BF, BOF","https://www.gem.wiki/Pingxiang_Pinggang_Anyuan_Iron_%26_Steel_Co.,_Ltd._plant",27.64555,113.902126
"Jiujiang Pinggang Iron and Steel Co., Ltd.",九江萍钢钢铁有限公司,"Jiangxi Pxsteel Industrial Co., Ltd. 100%","Jiangxi Pxsteel Industrial Co., Ltd. 100%",private,Jiangxi,China,Eastern Asia,operating,4700,4630,integrated_BF,"BF, BOF","https://www.gem.wiki/Jiujiang_Pinggang_Iron_and_Steel_Co.,_Ltd._plant",29.778431,116.27527
"Xinyu Steel Group Co., Ltd.",新余钢铁集团有限公司,"Jiangxi Foreign Trade Asset Operation Co., Ltd. 100%","Jiangxi Foreign Trade Asset Operation Co., Ltd. 100%",state-owned,Jiangxi,China,Eastern Asia,operating,10000,9000,integrated_BF,"BF, BOF","https://www.gem.wiki/Xinyu_Steel_Group_Co.,_Ltd._plant",27.786859,114.921595
"Jilin Jianlong Steel Group Co., Ltd.",吉林建龙钢铁有限责任公司,"Zhang Zhixiang 55.73%, Fosun Holdings 25.7%, other shareholders 18.57%","Zhejiang Jianlong Steel Industry Co., Ltd. 100%",private,Jilin,China,Eastern Asia,operating,3000,2980.4,integrated_BF,"BF, BOF","https://www.gem.wiki/Jilin_Jianlong_Steel_Group_Co.,_Ltd._plant",44.011951,126.537086
"Tonghua Steel Group Co., Ltd.",通化钢铁集团有限责任公司,Shougang Corporation 100%,Shougang Corporation 100%,state-owned,Jilin,China,Eastern Asia,operating,4110,4000,integrated_BF,"BF, BOF","https://www.gem.wiki/Tonghua_Steel_Group_Co.,_Ltd._plant",41.779125,126.022349
"Jilin Xinda Iron and Steel Co., Ltd.",吉林鑫达钢铁有限公司,"Jilin Province Xinda Steel Co., Ltd. 100%: Wang Songwei 82%, Liu Fengli 18%","Jilin Province Xinda Steel Co., Ltd. 100%: Wang Songwei 82%, Liu Fengli 18%",private,Jilin,China,Eastern Asia,operating,2000,1300,integrated_BF,"BF, BOF","https://www.gem.wiki/Jilin_Xinda_Iron_and_Steel_Co.,_Ltd._plant",42.3249,125.246892
"Jilin Jingang Iron and Steel Co., Ltd.",吉林金钢钢铁股份有限公司,"Yatai Northeast Asia Resources Co., Ltd. 34.3%, Jilin Penglai German Trading Co., Ltd. 20.9%, other shareholders 44.8%","Yatai Northeast Asia Resources Co., Ltd. 34.3%, Jilin Penglai German Trading Co., Ltd. 20.9%, other shareholders 44.8%",mixture,Jilin,China,Eastern Asia,operating,1500,1300,integrated_BF,"BF, BOF","https://www.gem.wiki/Jilin_Jingang_Iron_and_Steel_Co.,_Ltd._plant",43.20023,124.335697
Angang Steel Company Limited,鞍钢股份有限公司,"Anshan Steel Group Corporation 53.33%, H-shares 14.86%, other A-shares 31.81%","Anshan Steel Group Corporation 53.33%, H-shares 14.86%, other A-shares 31.81%",mixture,Liaoning,China,Eastern Asia,operating,1600,17800,integrated_BF,"BF, BOF",https://www.gem.wiki/Angang_Steel_Company_Limited_Anshan_production_base,41.148267,122.983054
Angang Steel Company Limited Bayuquan branch,鞍钢股份有限公司鲅鱼圈钢铁分公司,"Anshan Steel Group Corporation 53.33%, H-shares 14.86%, other A-shares 31.81%","Anshan Steel Group Corporation 53.33%, H-shares 14.86%, other A-shares 31.81%",mixture,Liaoning,China,Eastern Asia,operating,5000,5900,integrated_BF,"BF, BOF",https://www.gem.wiki/Angang_Steel_Company_Limited_Bayuquan_branch,40.308494,122.13079
"Ansteel Group Chaoyang Steel & Iron Co., Ltd.",鞍钢集团朝阳钢铁有限公司,"Anshan Steel Group Corporation 53.33%, H-shares 14.86%, other A-shares 31.81%",Anshan Steel Company Limited 100%,mixture,Liaoning,China,Eastern Asia,operating,2000,2000,integrated_BF,"BF, BOF","https://www.gem.wiki/Ansteel_Group_Chaoyang_Steel_%26_Iron_Co.,_Ltd._plant",41.528945,120.369983
"Minmetals Yingkou Medium Plate Co., Ltd.",五矿营口中板有限责任公司,"China Minmetals Corporation 54.04%, Du Shuanghua (individual) 45.96%","China Minmetals Corporation 54.04%, Rizhao Steel Holding Group Co., Ltd. 45.96%",mixture,Liaoning,China,Eastern Asia,operating,8000,4743.6,integrated_BF,"BF, BOF","https://www.gem.wiki/Minmetals_Yingkou_Medium_Plate_Co.,_Ltd._steel_plant",40.671136,122.395441
"Bengang Steel Plates Co., Ltd.",本钢板材股份有限公司,"Benxi Steel Group Corporation 52.84%, other shareholders 47.16%","Benxi Iron & Steel (Group) Co., Ltd. 61.93%, other shareholders 38.07%",mixture,Liaoning,China,Eastern Asia,operating,10000,12435,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Bengang_Steel_Plates_Co.,_Ltd._plant",41.274132,123.722099
"Benxi-Beiying Iron & Steel (Group) Co., Ltd.",本溪北营钢铁（集团）股份有限公司,"State-owned Assets Supervision and Administration Commission of Liaoning Provincial People's Government 66.9%, Liaoning Social Security Fund Council 16.7%, other shareholders 16.4%","Bengang Steel Group Corporation 83.66%, Benxi North Investment Co., Ltd. 7.54%, China Minmetals Corporation 6.96%, other shareholders 1.84%",mixture,Liaoning,China,Eastern Asia,operating,9000,8500,integrated_BF,"BF, BOF","https://www.gem.wiki/Benxi-Beiying_Iron_%26_Steel_(Group)_Co.,_Ltd._plant",41.224814,123.608374
"Lingyuan Iron & Steel Group Co., Ltd.",凌源钢铁集团有限责任公司,Chaoyang Municipal People's Government State-owned Assets Supervision and Administration Commission 100%,朝阳市人民政府国有资产监督管理委员会 100%,state-owned,Liaoning,China,Eastern Asia,operating,6000,5407,integrated_BF,"BF, BOF","https://www.gem.wiki/Lingyuan_Iron_%26_Steel_Group_Co.,_Ltd._plant",41.271048,119.41374
"Fushun New Steel Co., Ltd.",抚顺新钢铁有限责任公司,"Zhang Zhixiang (individual) 39.98%, Fushun Municipal People's Government State-owned Assets Supervision and Administration Commission 29.28%, Fosun Holdings 15.16%, other shareholders 15.58%","Zhejiang Jianlong Steel Industry Co., Ltd. 60%, Fushun State-Owned Assets Management Co., Ltd. 29.28%, other shareholders 10.72%",mixture,Liaoning,China,Eastern Asia,operating,3300,3150,integrated_BF,"BF, BOF","https://www.gem.wiki/Fushun_New_Steel_Co.,_Ltd._plant",41.841223,123.753895
"Dongbei Special Steel Group Dalian Special Steel Co., Ltd.",东北特钢集团大连特殊钢有限责任公司,"Ningbo Meishan Bonded Port Jincheng Shazhou Equity Investment Co., Ltd. 42.99%, Wuhu Yinsheng Special Steel Investment Management Partnership (Limited Partnership) 31.57%, Bengang Steel Plates Co., Ltd. 10%, other shareholders 15.44%","Dongbei Special Steel Group Co., Ltd. 100%",private,Liaoning,China,Eastern Asia,operating,1180,975.04,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Dongbei_Special_Steel_Group_Dalian_Special_Steel_Co.,_Ltd._plant",39.193697,122.057788
"Fushun Special Steel Co., Ltd.",抚顺特殊钢股份有限公司,"Dongbei Special Steel Group Co., Ltd. 29.25%, Bank of China Co., Ltd. Fushun Branch 6.23%, other A-shares 64.52%","Dongbei Special Steel Group Co., Ltd. 29.25%, Bank of China Co., Ltd. Fushun Branch 6.23%, other A-shares 64.52%",mixture,Liaoning,China,Eastern Asia,operating,1500,unknown,electric,EAF,"https://www.gem.wiki/Fushun_Special_Steel_Co.,_Ltd._plant",41.838774,123.806586
"Houying Group Haicheng Iron and Steel Co., Ltd.",后英集团海城钢铁有限公司,"Haicheng Houying Economic and Trading Group Co., Ltd. 84.62%, He Zhusheng (individual) 15.38%","Haicheng Houying Economic and Trading Group Co., Ltd. 84.62%, He Zhusheng (individual) 15.38%",private,Liaoning,China,Eastern Asia,operating,2000,1200,integrated_BF,"BF, BOF","https://www.gem.wiki/Houying_Group_Haicheng_Iron_and_Steel_Co.,_Ltd._plant",40.690433,122.713493
"Yingkou Iron & Steel Co., Ltd.",营口钢铁有限公司,"Liaoning Jiachen Holding Group Co., Ltd. 84.49%, Zhuhai Oriental Longkun Investment Management Center (Limited Partnership) 15%, other shareholders 0.52%","Liaoning Jiachen Holding Group Co., Ltd. 84.49%, Zhuhai Oriental Longkun Investment Management Center (Limited Partnership) 15%, other shareholders 0.52%",mixture,Liaoning,China,Eastern Asia,operating,4200,2140.88,integrated_BF,"BF, BOF","https://www.gem.wiki/Yingkou_North_China_Steel_Co.,_Ltd._plant",40.664651,122.415057
"Anshan Baode Iron & Steel Co., Ltd.",鞍山宝得钢铁有限公司,"Anshan Baode Iron & Steel Co., Ltd. 100%：Zhang Tiehan 19.94%, Zhang Yongquan 19.94%, Zhang Weida 19.93%, Zhang Yufeng 10.05%, Wang Bangyu 10.05%, Zhang Yuwen 10.05%, Wang Siqi 10.05%","Anshan Baode Iron & Steel Co., Ltd. 100%：Zhang Tiehan 19.94%, Zhang Yongquan 19.94%, Zhang Weida 19.93%, Zhang Yufeng 10.05%, Wang Bangyu 10.05%, Zhang Yuwen 10.05%, Wang Siqi 10.05%",private,Liaoning,China,Eastern Asia,operating,1800,404.6,integrated_BF,"BF, BOF","https://www.gem.wiki/Anshan_Baode_Iron_%26_Steel_Co.,_Ltd._plant",41.173613,122.945501
"Ningxia Iron and Steel (Group) Co., Ltd.",宁夏钢铁（集团）有限责任公司,"Ningxia Chuangye Industrial & Trading Co., Ltd. 73.63%, other shareholders 26.37%","Ningxia Haofeng Weiye Iron and Steel Co., Ltd. 79%, Cao Guangjiang (individual) 21%",private,Ningxia,China,Eastern Asia,operating,1800,1370,integrated_BF,"BF, BOF","https://www.gem.wiki/Ningxia_Iron_and_Steel_(Group)_Co.,_Ltd._plant",37.503054,105.078348
"Xining Special Steel Co., Ltd.",西宁特殊钢股份有限公司,"Qinghai Province State-owned Assets Supervision and Administration Commission, at least 31%; other A-shares","Xining Special Steel Group Co., Ltd. 35.37%, Qinghai Province Property Group Co., Ltd. 9.57%, Qinghai Mechanical and Electrical State-owned Holdings 9.57%, Beijing Hengyi Yongsheng Enterprise Management Center (Limited Partnership) 9.57%, other A-shares 35.92%",mixture,Qinghai,China,Eastern Asia,operating,1600,1600,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Xining_Special_Steel_Co.,_Ltd._plant",36.66856,101.671414
"Shaanxi Longmen Steel (Group) Co., Ltd.",陕西龙门钢铁（集团）有限责任公司,"Shaanxi Provincial People's Government State-owned Assets Supervision and Administration Commission 89.16%, Shaanxi Province People's Government 10.84%","Shaanxi Iron and Steel Group Co., Ltd. 100%",state-owned,Shaanxi,China,Eastern Asia,operating,4000,4178.78,integrated_BF,"BF, BOF","https://www.gem.wiki/Shaanxi_Longmen_Steel_(Group)_Co.,_Ltd._plant",35.618466,110.575788
"Shaanxi Steel Group Hanzhong Iron and Steel Co., Ltd.",陕钢集团汉中钢铁有限责任公司,"Shaanxi Province State-owned Assets Supervision and Administration Commission 79.93%, Shaanxi Province People's Government 9.85%, State-owned Assets Supervision and Administration Commission of Hanzhong Municipal Government 8.93%, other shareholders 1.29%","Shaanxi Iron and Steel Group Co., Ltd. 89.48%, Hanzhong Industrial Development Investment Co., Ltd. 8.93%, other shareholders 1.57%",mixture,Shaanxi,China,Eastern Asia,operating,3700,2942.24,integrated_BF,"BF, BOF","https://www.gem.wiki/Shaanxi_Steel_Group_Hanzhong_Iron_and_Steel_Co.,_Ltd._plant",33.133989,106.666589
"Shaanxi Lueyang Iron and Steel Co., Ltd.",陕西略阳钢铁有限责任公司,"Lueyang County Economic and Trade Bureau 43.89%, Employee Stock Ownership Committee of Shaanxi Dongling Industry and Trade Group Co., Ltd. 29. 24%, Villagers Committee of Dongling Village, Chencang Town, Jintai District, Baoji City, Shaanxi Province 12.57%, other shareholders 14.3%","Dongling Group Co., Ltd. 51.2%, Lueyang County Economic and Trade Bureau 43.89%, Union of Shaanxi Lueyang Iron and Steel Co., Ltd. 2.83%, Shaanxi Technology Progress Investment Co., Ltd. 2.08%",mixture,Shaanxi,China,Eastern Asia,operating,1000,347.36,integrated_BF,"BF, BOF","https://www.gem.wiki/Shaanxi_Lueyang_Iron_and_Steel_Co.,_Ltd._plant",33.323678,106.167206
"Shaanxi Huaxin Special Steel Group Co., Ltd.",陕西华鑫特种钢铁集团有限公司,"Shaanxi Huaxin Special Steel Group Co., Ltd. 100%: Zhuo Baoqi 41.7%, Zhuo Baorong 28.28%, Liu Yong 15.85%, others 14.17%","Shaanxi Huaxin Special Steel Group Co., Ltd. 100%: Zhuo Baoqi 41.7%, Zhuo Baorong 28.28%, Liu Yong 15.85%, Zhuo Mingping 14.15%, Liu Zhenping 0.02%",private,Shaanxi,China,Eastern Asia,operating,1200,unknown,electric,EAF,"https://www.gem.wiki/Shaanxi_Huaxin_Special_Steel_Group_Co.,_Ltd._plant",34.523278,109.986042
"Laiwu Iron & Steel Group Co., Ltd.",莱芜钢铁集团股份有限公司,"Shandong Province State-owned Assets Supervision and Administration Commission 56.36%, Shandong Guohui Investment Co., Ltd. 16.1%, Shandong Social Security Fund Council 8.05%, Industrial Bank Co., Ltd. 14.22%, Fujian Energy Group Co., Ltd. Liability company 1.64%, Xiamen International Trade Group Co., Ltd. 1.64%, other shareholding companies 1.9835%","Shandong Iron and Steel Group Co., Ltd. 80.52%, Fujian Xingyin Equity Investment Management Co., Ltd. 19.48%",state-owned,Shandong,China,Eastern Asia,operating,5750,1606.64,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Laiwu_Iron_%26_Steel_Group_Co.,_Ltd._plant",36.079801,117.82691
